"","Cni.Cbr","Cbr.ZZY10330_h1","Cni.ZZY10330_h1","cis_trans","inheritance","logFC.ZZY10330.vs.Cbr","logFC.ZZY10330.vs.Cni","logFC.species","position","chromosome","introgression","Inheritance_sum","cis_trans_sum"
"WBGene00040718__Cni-R06A10.4",0,0,0,"conserved","no change",-0.181878118731109,0.166434104861471,-0.294226242386769,2846935,"I","C. nigoni background","No change","Conserved"
"WBGene00040719__Cni-npp-13",-1,-1,0,"no effect","C. nigoni dominant",-1.96369844669955,0.0782217995650848,-1.9813916406359,2866447,"I","C. nigoni background","Cni dominant","No change"
"WBGene00040719__Cni-Y37E3.19",-1,-1,-1,"C. briggsae partial trans down","underdominant",-2.86844672399196,-1.04617442779499,-1.76604659405651,2871820,"I","C. nigoni background","Underdominant","cis-trans"
"WBGene00040719__Cni-fpn-1.1",-1,-1,0,"no effect","C. nigoni dominant",-0.573728876324864,0.722316845177538,-1.23789288531714,2875906,"I","C. nigoni background","Cni dominant","No change"
"WBGene00040722__Cni-Y37E3.17",1,0,0,"ambiguous","ambiguous",0.208958843785955,-0.359644907901715,0.623490822434681,2888144,"I","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00040725__Cni-inst-1",0,0,0,"conserved","no change",-0.0300675946578465,0.0239541479743354,-4.33636815123396e-05,2903364,"I","C. nigoni background","No change","Conserved"
"WBGene00040726__Cnig_chr_I.g531",-1,-1,0,"no effect","C. nigoni dominant",-1.30178728721314,-0.115776535494982,-1.13482421788989,2927514,"I","C. nigoni background","Cni dominant","No change"
"WBGene00040726__Cni-B0025.5",1,1,-1,"C. briggsae partial trans down","additive down",1.89918972408992,-0.845296234767655,2.80026448416261,2929809,"I","C. nigoni background","Additive","cis-trans"
"WBGene00040726__Cnig_chr_I.g534",0,0,0,"conserved","no change",-0.229051283313137,-0.370282561097108,0.194011692251479,2932066,"I","C. nigoni background","No change","Conserved"
"WBGene00086596__Cni-B0025.4",0,0,0,"conserved","no change",-1.44544091358484,-1.07272429494875,-0.315698041724808,2936996,"I","C. nigoni background","No change","Conserved"
"WBGene00040729__Cni-vps-34",0,0,1,"ambiguous","ambiguous",0.481457027680823,1.5219848944638,-0.987097612093991,2940089,"I","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00040732__Cni-madf-6",0,0,0,"conserved","no change",2.3929346350775,0.00668464746342784,2.43563279339209,2969422,"I","C. nigoni background","No change","Conserved"
"WBGene00040733__Cni-hmbx-1",0,0,0,"conserved","no change",-0.926910407190738,-1.14341281597909,0.258482043523222,2986692,"I","C. nigoni background","No change","Conserved"
"WBGene00040734__Cni-C54G6.2",0,-1,0,"ambiguous","ambiguous",-5.37625879787164,-3.5928368729422,-1.73236823477094,3001184,"I","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00270840__Cnig_chr_I.g546",1,1,-1,"C. briggsae partial trans down","additive down",6.90990965708411,-2.07899873502224,9.03913662315804,3004941,"I","C. nigoni background","Additive","cis-trans"
"WBGene00040738__Cni-F13E9.5",0,-1,-1,"compensatory trans down","underdominant",-0.889271861588575,-1.01678792298426,0.184386686504384,3007956,"I","C. nigoni background","Underdominant","Compensatory"
"WBGene00270394__Cnig_chr_I.g548",0,0,0,"conserved","no change",-0.0777554950751935,-0.741375545001483,0.7204686723037,3009876,"I","C. nigoni background","No change","Conserved"
"WBGene00040743__Cnig_chr_I.g554",0,1,1,"compensatory trans up","overdominant",1.73607747952254,2.30511326564929,-0.518374086800627,3036560,"I","C. nigoni background","Overdominant","Compensatory"
"WBGene00040749__Cni-Y51F10.4",0,0,0,"conserved","no change",0.0821518976881585,-0.45030685292373,0.587283039154689,3128041,"I","C. nigoni background","No change","Conserved"
"WBGene00040750__Cni-hex-4",0,0,0,"conserved","no change",0.160428459106288,-0.0979742388401872,0.316454551671309,3124588,"I","C. nigoni background","No change","Conserved"
"WBGene00040753__Cnig_chr_I.g577",0,0,0,"conserved","no change",-0.19749737486266,1.27461843153504,-1.41680008398169,3120519,"I","C. nigoni background","No change","Conserved"
"WBGene00040753__Cnig_chr_I.g576",1,1,1,"C. briggsae partial trans up","overdominant",6.47178873793144,0.382689820518587,6.14240760183602,3118760,"I","C. nigoni background","Overdominant","cis-trans"
"WBGene00040753__Cni-trpp-10",0,0,0,"conserved","no change",-0.510129774941642,0.551546654754526,-1.01986458453709,3112322,"I","C. nigoni background","No change","Conserved"
"WBGene00040755__Cni-Y51F10.3",0,1,1,"compensatory trans up","overdominant",1.58648261183382,1.92344556767545,-0.280334781147096,3101393,"I","C. nigoni background","Overdominant","Compensatory"
"WBGene00040756__Cni-Y51F10.11",0,0,0,"conserved","no change",1.21825746664466,0.187612824172454,1.08958614736774,3098031,"I","C. nigoni background","No change","Conserved"
"WBGene00040758__Cni-spe-48",0,0,0,"conserved","no change",0.163982252286314,0.408821159680138,-0.19074080638803,3095296,"I","C. nigoni background","No change","Conserved"
"WBGene00040759__Cni-Y51F10.2",0,0,0,"conserved","no change",-1.70332275888404,0.567625972155021,-2.20131702153318,3092775,"I","C. nigoni background","No change","Conserved"
"WBGene00040760__Cni-mab-20",0,0,0,"conserved","no change",1.02813217661584,1.21642082326147,-0.140117414293509,3084912,"I","C. nigoni background","No change","Conserved"
"WBGene00040761__Cnig_chr_I.g563",1,0,0,"ambiguous","ambiguous",1.29439514003312,-0.548058930417962,1.89643438610568,3082790,"I","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00040762__Cni-Y71G12B.32",1,1,0,"no effect","C. nigoni dominant",2.73762016492996,0.217980708946897,2.56901485264121,3078644,"I","C. nigoni background","Cni dominant","No change"
"WBGene00040764__Cnig_chr_I.g72",-1,-1,0,"no effect","C. nigoni dominant",-10.1575511810678,-3.26734225818644,-6.91543141967089,297627,"I","C. nigoni background","Cni dominant","No change"
"WBGene00040767__Cnig_chr_I.g70",1,-1,-1,"C. briggsae partial trans down","underdominant",-0.707612971389165,-1.49790856585658,0.848074038100093,286318,"I","C. nigoni background","Underdominant","cis-trans"
"WBGene00040768__Cni-Y71G12B.17",1,0,-1,"C. briggsae directional trans down","C. briggsae dominant down",-0.18083394677869,-1.25833551742128,1.135510856608,284581,"I","C. nigoni background","Cbr dominant","trans-only"
"WBGene00270358__Cnig_chr_I.g68",0,0,0,"conserved","no change",0.571015268913157,1.04772227447329,-0.424501333275318,282057,"I","C. nigoni background","No change","Conserved"
"WBGene00040769__Cnig_chr_I.g67",0,0,0,"conserved","no change",1.66281239051477,0.758237349050242,0.976104048786263,280160,"I","C. nigoni background","No change","Conserved"
"WBGene00040770__Cni-drag-1",0,0,0,"conserved","no change",0.717947040599483,-0.0989974273975027,0.87722187851155,273777,"I","C. nigoni background","No change","Conserved"
"WBGene00040771__Cnig_chr_I.g64",0,0,0,"conserved","no change",-6.02339594150369,-5.93562690722876,-0.0221250167170658,269290,"I","C. nigoni background","No change","Conserved"
"WBGene00040772__Cni-ubc-3",1,1,1,"C. briggsae partial trans up","overdominant",1.45136317396101,0.928413850674585,0.576762548204101,265332,"I","C. nigoni background","Overdominant","cis-trans"
"WBGene00040774__Cnig_chr_I.g60",0,1,0,"ambiguous","ambiguous",1.02394468368586,0.966632609295802,0.116482700818312,259914,"I","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00040775__Cnig_chr_I.g59",0,0,0,"conserved","no change",0.836311289555435,-0.0756030341682154,0.960759921756023,257387,"I","C. nigoni background","No change","Conserved"
"WBGene00040776__Cni-tln-1",-1,1,1,"C. briggsae partial trans up","overdominant",1.07433148808381,1.92677738961739,-0.797200266889486,237867,"I","C. nigoni background","Overdominant","cis-trans"
"WBGene00040777__Cni-pqn-88",0,0,0,"conserved","no change",0.187860685047374,0.214916390577744,0.00252507416028971,236592,"I","C. nigoni background","No change","Conserved"
"WBGene00040778__Cnig_chr_I.g56",0,0,0,"conserved","no change",-0.0917095083663339,0.714510294931912,-0.743306759568879,233374,"I","C. nigoni background","No change","Conserved"
"WBGene00040779__Cni-cpx-1",0,0,0,"conserved","no change",0.573317836007789,1.20986654128133,-0.587052991978303,231340,"I","C. nigoni background","No change","Conserved"
"WBGene00040780__Cni-Y73E7A.2",0,-1,0,"ambiguous","ambiguous",-3.06098512614985,-1.94934168637519,-1.06876503157325,226111,"I","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00040781__Cni-Y73E7A.6",0,-1,0,"ambiguous","ambiguous",-1.66516020674587,-0.783752840077792,-0.833070503524208,225268,"I","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00040784__Cni-adpr-1",0,0,0,"conserved","no change",-0.0462613655403849,0.185066705744927,-0.178224521674186,219357,"I","C. nigoni background","No change","Conserved"
"WBGene00040786__Cni-Y73E7A.1",0,0,0,"conserved","no change",-0.239097538564571,-0.622245548637128,0.441876557252423,208876,"I","C. nigoni background","No change","Conserved"
"WBGene00040787__Cni-bre-4",0,0,0,"conserved","no change",0.197220601347409,-0.139424759514093,0.391609034274733,203286,"I","C. nigoni background","No change","Conserved"
"WBGene00040788__Cni-ddx-27",0,0,0,"conserved","no change",-1.37026081442192,-0.330625590760493,-0.982537036223564,198297,"I","C. nigoni background","No change","Conserved"
"WBGene00040788__Cni-Y71G12B.26",-1,-1,0,"no effect","C. nigoni dominant",-4.40294179076462,-1.10862732417371,-3.21275324988434,196677,"I","C. nigoni background","Cni dominant","No change"
"WBGene00040788__Cni-Y71G12B.25",-1,-1,0,"no effect","C. nigoni dominant",-2.55320877584692,0.337069745151518,-2.82182948561691,191054,"I","C. nigoni background","Cni dominant","No change"
"WBGene00040788__Cnig_chr_I.g45",-1,0,0,"ambiguous","ambiguous",-1.2675351360007,0.231101043929544,-1.4537563293147,188086,"I","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00040791__Cni-lin-65",0,0,0,"conserved","no change",0.479072695986559,0.857374405072958,-0.320125523319206,181438,"I","C. nigoni background","No change","Conserved"
"WBGene00040792__Cni-Y71G12B.10",0,0,0,"conserved","no change",-0.8371324214025,-0.628602515257401,-0.150844689481474,178936,"I","C. nigoni background","No change","Conserved"
"WBGene00040793__Cni-mppa-1",0,0,0,"conserved","no change",-0.902775019663809,-1.10995191265517,0.270086490811329,175422,"I","C. nigoni background","No change","Conserved"
"WBGene00040794__Cnig_chr_I.g41",0,0,0,"conserved","no change",-0.0992026940839714,5.46537109227027,-5.48770237505406,172432,"I","C. nigoni background","No change","Conserved"
"WBGene00040795__Cnig_chr_I.g40",0,0,0,"conserved","no change",1.38840418229929,1.25566343778831,0.182735519737683,168542,"I","C. nigoni background","No change","Conserved"
"WBGene00040797__Cnig_chr_I.g38",1,-1,-1,"C. briggsae partial trans down","underdominant",-2.64575312558101,-3.32015309572341,0.728537438485246,158918,"I","C. nigoni background","Underdominant","cis-trans"
"WBGene00040801__Cni-M04C9.3",0,0,0,"conserved","no change",-1.10917826515695,-0.828659607616702,-0.222218017527616,149406,"I","C. nigoni background","No change","Conserved"
"WBGene00040802__Cni-dyf-5",0,0,0,"conserved","no change",0.0927142762683024,0.547013189478174,-0.403529277501348,142001,"I","C. nigoni background","No change","Conserved"
"WBGene00040803__Cni-ppfr-1",-1,0,0,"ambiguous","ambiguous",-0.51317975995367,0.643391389509431,-1.10213619222297,126528,"I","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00040805__Cni-rtcb-1",0,1,0,"ambiguous","ambiguous",0.897083082266495,0.368907947478931,0.580887046753817,93665,"I","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00040806__Cni-F16A11.1",-1,0,1,"C. briggsae directional trans up","C. briggsae dominant up",0.394539915688079,1.65226408223346,-1.20312123354742,86194,"I","C. nigoni background","Cbr dominant","trans-only"
"WBGene00040807__Cni-F26A3.1",0,0,0,"conserved","no change",0.474391277983694,0.0258832719850144,0.500830671177813,66139,"I","C. nigoni background","No change","Conserved"
"WBGene00040808__Cni-ncbp-2",0,0,0,"conserved","no change",-0.452052321270991,-0.176762091257505,-0.220863984523568,64144,"I","C. nigoni background","No change","Conserved"
"WBGene00040809__Cnig_chr_I.g24",0,-1,-1,"compensatory trans down","underdominant",-2.95200760703043,-2.61922267011027,-0.281278363213911,61959,"I","C. nigoni background","Underdominant","Compensatory"
"WBGene00040810__Cnig_chr_I.g22",0,-1,-1,"compensatory trans down","underdominant",-3.37432037707465,-2.96597001578369,-0.356681335378139,56424,"I","C. nigoni background","Underdominant","Compensatory"
"WBGene00040812__Cni-pghm-1",0,1,1,"compensatory trans up","overdominant",1.59130779907938,1.46563083108294,0.181253064094967,48512,"I","C. nigoni background","Overdominant","Compensatory"
"WBGene00086600__Cnig_chr_I.g18",0,-1,-1,"compensatory trans down","underdominant",-1.67644489670256,-1.84106507939939,0.224543340547084,47037,"I","C. nigoni background","Underdominant","Compensatory"
"WBGene00040815__Cni-chaf-2",0,0,0,"conserved","no change",1.00717310255171,0.736815884225343,0.327263115425638,42336,"I","C. nigoni background","No change","Conserved"
"WBGene00040818__Cni-nlp-12",0,1,1,"compensatory trans up","overdominant",1.15878699633922,1.6933891507521,-0.478401269066043,20927,"I","C. nigoni background","Overdominant","Compensatory"
"WBGene00040820__Cni-egl-30",-1,0,0,"ambiguous","ambiguous",-0.312054759939446,0.77986874695741,-1.0344328994273,11475,"I","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00040821__Cni-rpl-27",1,1,-1,"C. briggsae partial trans down","additive down",0.551106587583141,-1.03888738899971,1.64575374388238,10321,"I","C. nigoni background","Additive","cis-trans"
"WBGene00040822__Cni-C53H9.2",0,0,0,"conserved","no change",0.0756564603322877,-0.0893375388498264,0.220906334831279,8368,"I","C. nigoni background","No change","Conserved"
"WBGene00040825__Cni-tag-96",0,0,0,"conserved","no change",-0.41534110720704,0.171474285072881,-0.537592167631848,3295119,"I","C. nigoni background","No change","Conserved"
"WBGene00040826__Cni-tub-2",0,1,1,"compensatory trans up","overdominant",0.821443367091041,1.45632837881537,-0.585523846500567,3300603,"I","C. nigoni background","Overdominant","Compensatory"
"WBGene00040827__Cni-scm-1",0,1,1,"compensatory trans up","overdominant",1.13624246741036,0.847581374038694,0.343814597695796,3312651,"I","C. nigoni background","Overdominant","Compensatory"
"WBGene00040828__Cnig_chr_I.g1613",1,1,0,"no effect","C. nigoni dominant",3.16865148543496,0.227871864589834,2.9937825704685,7026102,"I","C. nigoni background","Cni dominant","No change"
"WBGene00040829__Cni-Y71G12A.4",0,-1,0,"ambiguous","ambiguous",-1.11798343317482,-0.878919275608157,-0.182741788773784,3327141,"I","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00040830__Cni-Y71G12B.33",0,0,0,"conserved","no change",-1.42916603740085,-0.564423346481528,-0.821174954660695,3331747,"I","C. nigoni background","No change","Conserved"
"WBGene00040831__Cnig_chr_I.g635",0,0,0,"conserved","no change",-0.605993720598267,0.737190699245897,-1.29210122599167,3341129,"I","C. nigoni background","No change","Conserved"
"WBGene00086604__Cnig_chr_I.g639",0,0,0,"conserved","no change",1.01796319161259,2.96936825409335,-1.93268379010947,3352074,"I","C. nigoni background","No change","Conserved"
"WBGene00040832__Cni-Y71G12B.6",0,0,0,"conserved","no change",0.502448995840801,0.77841152362159,-0.212689033219265,3355615,"I","C. nigoni background","No change","Conserved"
"WBGene00040835__Cni-ain-2",0,1,1,"compensatory trans up","overdominant",1.16763615917202,1.35560604817858,-0.131374232440895,3368708,"I","C. nigoni background","Overdominant","Compensatory"
"WBGene00040836__Cni-ptps-1",1,0,0,"ambiguous","ambiguous",1.7034151679337,-0.893549767602899,2.64564262580339,3376395,"I","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00040837__Cni-B0041.5",0,0,0,"conserved","no change",0.863767555011878,0.429182313836216,0.487574461392029,3379514,"I","C. nigoni background","No change","Conserved"
"WBGene00040838__Cni-B0041.8",0,0,0,"conserved","no change",-0.546972537251988,-0.707830040673817,0.215947336787893,3382309,"I","C. nigoni background","No change","Conserved"
"WBGene00040839__Cni-rpl-4",0,0,0,"conserved","no change",-0.092424246267343,-0.191801717050465,0.157668725961765,3383541,"I","C. nigoni background","No change","Conserved"
"WBGene00040840__Cni-lmd-2",0,0,0,"conserved","no change",1.62726546909684,1.12753808751012,0.5574324297169,3384881,"I","C. nigoni background","No change","Conserved"
"WBGene00040841__Cni-Y119C1A.1",0,0,0,"conserved","no change",0.451778571295252,-0.385073885735087,0.893038969739239,3386052,"I","C. nigoni background","No change","Conserved"
"WBGene00040842__Cnig_chr_I.g651",0,-1,-1,"compensatory trans down","underdominant",-1.32093877852458,-1.65699483680991,0.392245181380584,3390708,"I","C. nigoni background","Underdominant","Compensatory"
"WBGene00040843__Cni-C44E4.4",-1,-1,0,"no effect","C. nigoni dominant",-0.830632480190265,0.135401313101369,-0.906640037277697,3397332,"I","C. nigoni background","Cni dominant","No change"
"WBGene00040849__Cnig_chr_I.g655",0,0,0,"conserved","no change",-0.893330479785939,-0.921790286087498,0.0782213998445311,3434767,"I","C. nigoni background","No change","Conserved"
"WBGene00040852__Cnig_chr_I.g657",-1,-1,0,"no effect","C. nigoni dominant",-2.9152970131121,-1.46894536853146,-1.37395260301766,3438940,"I","C. nigoni background","Cni dominant","No change"
"WBGene00040853__Cni-syp-3",0,-1,0,"ambiguous","ambiguous",-1.6805786562687,-1.32147263642503,-0.293048147049889,3438051,"I","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00040855__Cni-D1007.15",0,0,0,"conserved","no change",0.337557727921555,1.09840092376141,-0.709942839653319,3442450,"I","C. nigoni background","No change","Conserved"
"WBGene00040856__Cni-Y119C1B.10",0,0,0,"conserved","no change",-0.236488353178469,2.72160386504003,-2.91473882815292,3458241,"I","C. nigoni background","No change","Conserved"
"WBGene00040857__Cni-pqn-24",-1,1,1,"C. briggsae partial trans up","overdominant",1.73870080564524,2.87376184979187,-1.08413644401247,3461113,"I","C. nigoni background","Overdominant","cis-trans"
"WBGene00040858__Cni-D1007.13",0,0,0,"conserved","no change",-0.031070567640625,-0.303705002298727,0.328407891587092,3467424,"I","C. nigoni background","No change","Conserved"
"WBGene00040860__Cnig_chr_I.g663",-1,-1,0,"no effect","C. nigoni dominant",-2.42124309897118,-0.212943092044874,-2.14730280679198,3475715,"I","C. nigoni background","Cni dominant","No change"
"WBGene00040861__Cnig_chr_I.g666",1,0,0,"ambiguous","ambiguous",3.47669052588813,-0.176778761719549,3.70577920225941,3486346,"I","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00040862__Cni-src-1",0,1,1,"compensatory trans up","overdominant",0.840469015514778,1.18763857925926,-0.292425747379858,3492318,"I","C. nigoni background","Overdominant","Compensatory"
"WBGene00040866__Cni-Y73E7A.3",0,0,0,"conserved","no change",-1.13062911098607,-0.0461788284734536,-1.03015337786819,3579785,"I","C. nigoni background","No change","Conserved"
"WBGene00040868__Cni-C44E4.5",0,0,0,"conserved","no change",-0.2315286197088,-0.431639759557722,0.255005877754031,3576644,"I","C. nigoni background","No change","Conserved"
"WBGene00040869__Cnig_chr_I.g696",0,0,0,"conserved","no change",-1.63950499216055,-0.558349897201992,-1.01830892886455,3573643,"I","C. nigoni background","No change","Conserved"
"WBGene00040870__Cni-eaf-1",-1,-1,0,"no effect","C. nigoni dominant",-0.923985404916614,0.334777626394756,-1.20638165561696,3572434,"I","C. nigoni background","Cni dominant","No change"
"WBGene00040871__Cni-nrd-1",-1,0,1,"C. briggsae directional trans up","C. briggsae dominant up",-0.0553216610557271,1.3105922275936,-1.30564036947351,3568577,"I","C. nigoni background","Cbr dominant","trans-only"
"WBGene00040872__Cni-D1007.19",0,0,0,"conserved","no change",0.373133483446223,-0.602946518238068,1.02648478968416,3563416,"I","C. nigoni background","No change","Conserved"
"WBGene00040873__Cni-D1007.10",0,0,0,"conserved","no change",-2.289413020186,-1.71587545182916,-0.519380782124406,3561072,"I","C. nigoni background","No change","Conserved"
"WBGene00040874__Cni-rpl-24.1",1,0,0,"ambiguous","ambiguous",0.0319901530908093,-0.561254521546919,0.652889326642766,3560081,"I","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00040875__Cni-rps-10",1,0,-1,"C. briggsae directional trans down","C. briggsae dominant down",-0.0563736367988235,-0.643063855406459,0.645564637374623,3558705,"I","C. nigoni background","Cbr dominant","trans-only"
"WBGene00040876__Cni-D1007.5",0,0,0,"conserved","no change",0.160893594887844,0.487698727607699,-0.276383033258072,3555985,"I","C. nigoni background","No change","Conserved"
"WBGene00040877__Cni-D1007.4",0,0,0,"conserved","no change",-1.32153633663836,-1.3446389613509,0.0696833877619016,3554128,"I","C. nigoni background","No change","Conserved"
"WBGene00040881__Cni-Y92H12A.4",0,0,0,"conserved","no change",-0.591831518519592,0.00670098898274209,-0.548132543857679,3534775,"I","C. nigoni background","No change","Conserved"
"WBGene00040882__Cnig_chr_I.g680",-1,-1,0,"no effect","C. nigoni dominant",-2.56548927254148,0.380381340773886,-2.88092282828973,3529135,"I","C. nigoni background","Cni dominant","No change"
"WBGene00040883__Cni-F37F2.2",0,0,0,"conserved","no change",-0.534130875380537,-0.423767278124748,-0.057238731176014,3590093,"I","C. nigoni background","No change","Conserved"
"WBGene00040884__Cnig_chr_I.g704",-1,-1,-1,"C. briggsae partial trans down","underdominant",-2.49207834772304,-1.09798234942233,-1.33695276447705,3606049,"I","C. nigoni background","Underdominant","cis-trans"
"WBGene00040885__Cnig_chr_I.g705",0,0,0,"conserved","no change",0.964909314487108,1.7411649410338,-0.706903627173973,3611662,"I","C. nigoni background","No change","Conserved"
"WBGene00040886__Cnig_chr_I.g706",0,0,0,"conserved","no change",1.44600493891744,0.370479630895219,1.12959307125367,3618968,"I","C. nigoni background","No change","Conserved"
"WBGene00040890__Cnig_chr_I.g751",-1,0,0,"ambiguous","ambiguous",-0.650521770755163,0.92842938992539,-1.52363948630828,3739474,"I","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00040891__Cni-xnp-1",0,0,0,"conserved","no change",0.0300228700804425,-0.0772676483012586,0.162437439904703,3744188,"I","C. nigoni background","No change","Conserved"
"WBGene00040892__Cnig_chr_I.g753",0,0,-1,"ambiguous","ambiguous",-1.16691504600653,-1.56983687971333,0.456493219113873,3750278,"I","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00040895__Cni-chd-7",-1,0,1,"C. briggsae directional trans up","C. briggsae dominant up",0.577025865839987,1.50756886083892,-0.877757488093862,3777993,"I","C. nigoni background","Cbr dominant","trans-only"
"WBGene00270395__Cnig_chr_I.g778",0,0,0,"conserved","no change",-0.180508148913289,0.525772120545123,-0.663118483886671,3827699,"I","C. nigoni background","No change","Conserved"
"WBGene00040898__Cnig_chr_I.g779",0,0,0,"conserved","no change",-1.65128391794232,-1.93707485248883,0.336040897423396,3829041,"I","C. nigoni background","No change","Conserved"
"WBGene00040901__Cni-R119.3",1,0,0,"ambiguous","ambiguous",0.0536787542309161,-0.979872744666764,1.09013579842138,3013572,"I","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00035432__Cni-Y92H12BR.2",0,0,0,"conserved","no change",-0.34195996755835,-0.420661638266179,0.128947266487724,3864924,"I","C. nigoni background","No change","Conserved"
"WBGene00035432__Cni-set-29",0,0,0,"conserved","no change",-1.88860060731273,-1.3978002374324,-0.436284869956292,3862967,"I","C. nigoni background","No change","Conserved"
"WBGene00035434__Cni-Y92H12BR.7",0,0,0,"conserved","no change",0.132823890909976,0.972199273756038,-0.779428354256932,3859440,"I","C. nigoni background","No change","Conserved"
"WBGene00035435__Cnig_chr_I.g785",0,0,0,"conserved","no change",-0.674676288218237,0.74607797174065,-1.36576827261966,3853015,"I","C. nigoni background","No change","Conserved"
"WBGene00035436__Cnig_chr_I.g784",0,0,0,"conserved","no change",0.254740264345942,0.483723251276986,-0.172427039064148,3847835,"I","C. nigoni background","No change","Conserved"
"WBGene00035437__Cnig_chr_I.g783",0,0,0,"conserved","no change",-0.66371406674914,-0.753871006452052,0.143577805769603,3842727,"I","C. nigoni background","No change","Conserved"
"WBGene00035248__Cnig_chr_I.g794",-1,-1,0,"no effect","C. nigoni dominant",-2.90272312470598,0.989882009976862,-3.84534643691009,3901263,"I","C. nigoni background","Cni dominant","No change"
"WBGene00035248__Cni-gcy-28",0,0,1,"ambiguous","ambiguous",0.336161283035238,1.00265335374919,-0.6136307633329,3906877,"I","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00035249__Cni-egg-6",1,1,0,"no effect","C. nigoni dominant",10.0420515869552,-0.883170730993494,10.9780830031129,3933684,"I","C. nigoni background","Cni dominant","No change"
"WBGene00035251__Cnig_chr_I.g799",1,0,0,"ambiguous","ambiguous",3.6002116133549,-0.861372698797327,4.46921543979295,3939974,"I","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00035252__Cnig_chr_I.g800",1,0,0,"ambiguous","ambiguous",2.16704424468057,-1.67496095804917,3.89692903847188,3940883,"I","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00035253__Cni-K07A12.1",-1,0,0,"ambiguous","ambiguous",-0.430362620438304,0.302663903473293,-0.680788117169748,3953675,"I","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00035254__Cni-F39H2.3",0,0,0,"conserved","no change",0.462966822586924,-0.511937595815644,1.03183772295351,3958277,"I","C. nigoni background","No change","Conserved"
