"","Cni.Cbr","Cbr.ZZY10307_h2","Cni.ZZY10307_h2","cis_trans","inheritance","logFC.ZZY10307.vs.Cbr","logFC.ZZY10307.vs.Cni","logFC.species","position","chromosome","introgression","Inheritance_sum","cis_trans_sum"
"WBGene00040860__Cnig_chr_I.g663",-1,-1,0,"no effect","C. nigoni dominant",-2.52008505867531,-0.38581569281522,-2.14730280679198,3475715,"I","C. nigoni background","Cni dominant","No change"
"WBGene00040861__Cnig_chr_I.g666",1,1,0,"no effect","C. nigoni dominant",4.20398175915515,0.485605262067852,3.70577920225941,3486346,"I","C. nigoni background","Cni dominant","No change"
"WBGene00040862__Cni-src-1",0,1,1,"compensatory trans up","overdominant",0.740195118738127,1.02171553462437,-0.292425747379858,3492318,"I","C. nigoni background","Overdominant","Compensatory"
"WBGene00040866__Cni-Y73E7A.3",0,0,0,"conserved","no change",-0.0353700839306844,0.988343684754686,-1.03015337786819,3579785,"I","C. nigoni background","No change","Conserved"
"WBGene00040868__Cni-C44E4.5",0,0,0,"conserved","no change",0.765535311464834,0.49914477348244,0.255005877754031,3576644,"I","C. nigoni background","No change","Conserved"
"WBGene00040869__Cnig_chr_I.g696",0,-1,0,"ambiguous","ambiguous",-1.78554964589894,-0.780030606694959,-1.01830892886455,3573643,"I","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00040870__Cni-eaf-1",-1,-1,0,"no effect","C. nigoni dominant",-1.63973733306157,-0.444733715978567,-1.20638165561696,3572434,"I","C. nigoni background","Cni dominant","No change"
"WBGene00040871__Cni-nrd-1",-1,0,1,"C. briggsae directional trans up","C. briggsae dominant up",-0.0362543097154248,1.26020733370673,-1.30564036947351,3568577,"I","C. nigoni background","Cbr dominant","trans-only"
"WBGene00040872__Cni-D1007.19",0,0,0,"conserved","no change",2.26650999946745,1.23283846188947,1.02648478968416,3563416,"I","C. nigoni background","No change","Conserved"
"WBGene00040873__Cni-D1007.10",0,0,0,"conserved","no change",-0.366379705811914,0.132406050702721,-0.519380782124406,3561072,"I","C. nigoni background","No change","Conserved"
"WBGene00040874__Cni-rpl-24.1",1,1,0,"no effect","C. nigoni dominant",0.389898506709729,-0.272614355888081,0.652889326642766,3560081,"I","C. nigoni background","Cni dominant","No change"
"WBGene00040875__Cni-rps-10",1,1,0,"no effect","C. nigoni dominant",0.52227739294861,-0.132614035198113,0.645564637374623,3558705,"I","C. nigoni background","Cni dominant","No change"
"WBGene00040876__Cni-D1007.5",0,0,0,"conserved","no change",-0.729910877652728,-0.461313438052385,-0.276383033258072,3555985,"I","C. nigoni background","No change","Conserved"
"WBGene00040877__Cni-D1007.4",0,0,0,"conserved","no change",-0.169229291722303,-0.252300662059853,0.0696833877619016,3554128,"I","C. nigoni background","No change","Conserved"
"WBGene00040881__Cni-Y92H12A.4",0,0,0,"conserved","no change",-0.360186414452724,0.174999622267978,-0.548132543857679,3534775,"I","C. nigoni background","No change","Conserved"
"WBGene00040882__Cnig_chr_I.g680",-1,-1,0,"no effect","C. nigoni dominant",-2.46427639338468,0.39995952145018,-2.88092282828973,3529135,"I","C. nigoni background","Cni dominant","No change"
"WBGene00040883__Cni-F37F2.2",0,0,0,"conserved","no change",-0.276773588595358,-0.23079649996605,-0.057238731176014,3590093,"I","C. nigoni background","No change","Conserved"
"WBGene00040884__Cnig_chr_I.g704",-1,-1,-1,"C. briggsae partial trans down","underdominant",-3.28843890537354,-1.96295370965299,-1.33695276447705,3606049,"I","C. nigoni background","Underdominant","cis-trans"
"WBGene00040885__Cnig_chr_I.g705",0,1,1,"compensatory trans up","overdominant",1.38749802537343,2.08472868297202,-0.706903627173973,3611662,"I","C. nigoni background","Overdominant","Compensatory"
"WBGene00040886__Cnig_chr_I.g706",0,0,0,"conserved","no change",1.28294891839412,0.142914110306185,1.12959307125367,3618968,"I","C. nigoni background","No change","Conserved"
"WBGene00040890__Cnig_chr_I.g751",-1,0,1,"C. briggsae directional trans up","C. briggsae dominant up",-0.368583191256558,1.14334052169815,-1.52363948630828,3739474,"I","C. nigoni background","Cbr dominant","trans-only"
"WBGene00040891__Cni-xnp-1",0,1,0,"ambiguous","ambiguous",0.370398960606632,0.198191334004443,0.162437439904703,3744188,"I","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00040892__Cnig_chr_I.g753",0,-1,-1,"compensatory trans down","underdominant",-2.02869522817755,-2.49690733612765,0.456493219113873,3750278,"I","C. nigoni background","Underdominant","Compensatory"
"WBGene00040895__Cni-chd-7",-1,0,1,"C. briggsae directional trans up","C. briggsae dominant up",0.181629253099597,1.04659039525663,-0.877757488093862,3777993,"I","C. nigoni background","Cbr dominant","trans-only"
"WBGene00270395__Cnig_chr_I.g778",0,0,0,"conserved","no change",-0.333537304466666,0.318150648924382,-0.663118483886671,3827699,"I","C. nigoni background","No change","Conserved"
"WBGene00040898__Cnig_chr_I.g779",0,0,0,"conserved","no change",-0.053310667174824,-0.398466687445873,0.336040897423396,3829041,"I","C. nigoni background","No change","Conserved"
"WBGene00040901__Cni-R119.3",1,1,0,"no effect","C. nigoni dominant",0.944219775137254,-0.157325432531388,1.09013579842138,3013572,"I","C. nigoni background","Cni dominant","No change"
"WBGene00035432__Cni-Y92H12BR.2",0,0,0,"conserved","no change",-0.355508575648325,-0.496458558459506,0.128947266487724,3864924,"I","C. nigoni background","No change","Conserved"
"WBGene00035432__Cni-set-29",0,0,0,"conserved","no change",-0.925859871529779,-0.500783377398206,-0.436284869956292,3862967,"I","C. nigoni background","No change","Conserved"
"WBGene00035434__Cni-Y92H12BR.7",0,0,0,"conserved","no change",-0.245065214561663,0.523294035783208,-0.779428354256932,3859440,"I","C. nigoni background","No change","Conserved"
"WBGene00035435__Cnig_chr_I.g785",0,0,0,"conserved","no change",-0.743665047350963,0.611903545247801,-1.36576827261966,3853015,"I","C. nigoni background","No change","Conserved"
"WBGene00035436__Cnig_chr_I.g784",0,0,0,"conserved","no change",0.0241008783834689,0.186528380993219,-0.172427039064148,3847835,"I","C. nigoni background","No change","Conserved"
"WBGene00035437__Cnig_chr_I.g783",0,1,1,"compensatory trans up","overdominant",1.11361326760538,0.961591344094571,0.143577805769603,3842727,"I","C. nigoni background","Overdominant","Compensatory"
"WBGene00035248__Cnig_chr_I.g794",-1,-1,0,"no effect","C. nigoni dominant",-2.82769220076295,1.00443263154646,-3.84534643691009,3901263,"I","C. nigoni background","Cni dominant","No change"
"WBGene00035248__Cni-gcy-28",0,0,0,"conserved","no change",0.0510253966605841,0.652173853049438,-0.6136307633329,3906877,"I","C. nigoni background","No change","Conserved"
"WBGene00035249__Cni-egg-6",1,1,0,"no effect","C. nigoni dominant",10.5476263164153,-0.44122275022071,10.9780830031129,3933684,"I","C. nigoni background","Cni dominant","No change"
"WBGene00035251__Cnig_chr_I.g799",1,1,0,"no effect","C. nigoni dominant",4.70104506635252,0.241676140149991,4.46921543979295,3939974,"I","C. nigoni background","Cni dominant","No change"
"WBGene00035252__Cnig_chr_I.g800",1,1,0,"no effect","C. nigoni dominant",4.19493400745063,0.292530542503358,3.89692903847188,3940883,"I","C. nigoni background","Cni dominant","No change"
"WBGene00035253__Cni-K07A12.1",-1,0,0,"ambiguous","ambiguous",-0.118948189327938,0.550361487626142,-0.680788117169748,3953675,"I","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00035254__Cni-F39H2.3",0,0,0,"conserved","no change",0.430346014358795,-0.609239521475348,1.03183772295351,3958277,"I","C. nigoni background","No change","Conserved"
